101619,491,20
101670,491,30
101722,491,40
101772,491,50
101823,491,60
101873,491,70
354,433,80
404,433,90
455,433,100
505,433,110
557,433,120
607,433,130
658,433,140
708,433,150
759,433,160
809,433,170
861,433,180
911,433,190
962,433,200
1012,433,210
1063,433,220
1114,433,230
1165,433,240
1215,433,250
1266,433,260
1316,433,270
1368,433,280
1419,433,290
1469,433,300
1520,433,310
1570,433,320
1622,433,330
1672,433,340
1723,433,350
1773,433,360
1824,433,370
1874,433,380
1926,433,390
1976,433,400
2027,433,410
2077,433,420
2128,433,430
2179,433,440
2230,433,450
2280,433,460
2331,433,470
2381,433,480
2433,433,490
2483,433,500
2534,433,510
2584,433,520
2635,433,530
2685,433,540
2737,433,550
2787,433,560
2838,433,570
2888,433,580
2939,433,590
2990,433,600
3041,433,610
3091,433,620
3142,433,630
3192,433,640
3244,433,650
3294,433,660
3345,433,670
3395,433,680
3446,433,690
3496,433,700
3548,433,710
3598,433,720
3649,433,730
3699,433,740
3750,433,750
3801,433,760
3852,433,770
3902,433,780
3953,433,790
4003,433,800
4055,433,810
4105,433,820
4156,433,830
4206,433,840
4257,433,850
4307,433,860
4358,433,870
4409,433,880
4459,433,890
4510,433,900
4560,433,910
4612,433,920
4662,433,930
4713,433,940
4763,433,950
4814,433,960
4865,433,970
4916,433,980
4966,433,990
5017,433,1000
5067,433,1010
5118,433,1020
5169,433,1030
5220,433,1040
5270,433,1050
5321,433,1060
5371,433,1070
5423,433,1080
5473,433,1090
5524,433,1100
5574,433,1110
5625,433,1120
5676,433,1130
5727,433,1140
5777,433,1150
5828,433,1160
5878,433,1170
5929,433,1180
5980,433,1190
6031,433,1200
6081,433,1210
6132,433,1220
6182,433,1230
6234,433,1240
6284,433,1250
6335,433,1260
6385,433,1270
6436,433,1280
6487,433,1290
6538,433,1300
6588,433,1310
6639,433,1320
6689,433,1330
6740,433,1340
6791,433,1350
6842,433,1360
6892,433,1370
6943,433,1380
6993,433,1390
7045,433,1400
7095,433,1410
7146,433,1420
7196,433,1430
7247,433,1440
7298,433,1450
7349,433,1460
7399,433,1470
7450,433,1480
7500,433,1490
7552,433,1500
7602,433,1510
7653,433,1520
7703,433,1530
7754,433,1540
7804,433,1550
7856,433,1560
7906,433,1570
7957,433,1580
8007,433,1590
8058,433,1600
8109,433,1610
8160,433,1620
8210,433,1630
8261,433,1640
8311,433,1650
8363,433,1660
8413,433,1670
8464,433,1680
8514,433,1690
8565,433,1700
8615,433,1710
8667,433,1720
8717,433,1730
8768,433,1740
8818,433,1750
8869,433,1760
8920,433,1770
8971,433,1780
9021,433,1790
9072,433,1800
9122,433,1810
9174,433,1820
9224,433,1830
9275,433,1840
9325,433,1850
9376,433,1860
9426,433,1870
9478,433,1880
